R_fighter,B_fighter,date,Winner,title_bout,weight_class,no_of_rounds,B_avg_BODY_landed,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SUB_ATT,B_avg_TD_landed,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,R_avg_BODY_landed,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SUB_ATT,R_avg_TD_landed,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,B_age,R_age
Pat Audinwood,John Makdessi,12/11/2010,Blue,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,?,25,24
Jonathan Brookins,Michael Johnson,12/4/2010,Red,TRUE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,24,25
Stephan Bonnar,Igor Pokrajac,12/4/2010,Red,FALSE,Light Heavyweight,3,1,17.66666667,0.666666667,1.333333333,1.333333333,0.333333333,0.333333333,1.666666667,2,0,0,0,0,0,1,0,Orthodox,182.88,193.04,4.416666667,23.16666667,0.166666667,3,1.416666667,0.166666667,0.916666667,0.833333333,6,1,0,0,2,2,2,0,Orthodox,193.04,198.12,31,33
Kendall Grove,Demian Maia,12/4/2010,Blue,FALSE,Middleweight,3,2,10.88888889,0,1.111111111,2.666666667,0.333333333,1.111111111,1.777777778,2,1,0,0,2,0,5,0,Southpaw,185.42,182.88,5.363636364,13.18181818,0.181818182,1.909090909,0.727272727,0.363636364,1.545454545,0.363636364,4,1,0,2,1,2,2,0,Orthodox,198.12,200.66,33,28
Johny Hendricks,Rick Story,12/4/2010,Blue,FALSE,Welterweight,3,13.4,23.8,0.2,1.2,2.4,0.8,1.6,3,1,0,0,2,0,1,1,0,Southpaw,175.26,180.34,3.25,25,0.75,6,2.25,0,1,3.75,0,0,1,0,1,2,0,0,Southpaw,175.26,175.26,26,27
Nam Phan,Leonard Garcia,12/4/2010,Blue,FALSE,Featherweight,3,1.666666667,12.33333333,0,2.333333333,1.666666667,1.666666667,1,0,2,0,0,0,0,0,1,0,Orthodox,177.8,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,31,27
Cody McKenzie,Aaron Wilkinson,12/4/2010,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,177.8,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Switch,182.88,182.88,23,22
Ian Loveland,Tyler Toner,12/4/2010,Red,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,?,27,27
Sako Chivitchian,Kyle Watson,12/4/2010,Blue,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,182.88,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,180.34,?,31,26
Will Campuzano,Nick Pace,12/4/2010,Blue,FALSE,Bantamweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,23,24
Fredson Paixao,Pablo Garza,12/4/2010,Blue,FALSE,Featherweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,27,31
Rich Attonito,David Branch,12/4/2010,Blue,FALSE,Middleweight,3,5,9,0,3.5,1.5,0,0,1.5,1,0,0,0,1,0,0,0,Orthodox,185.42,198.12,1.5,18,0.5,5,0.5,0,0,0.5,0,0,0,0,1,1,0,0,Orthodox,177.8,182.88,29,33
Rampage Jackson,Lyoto Machida,11/20/2010,Red,FALSE,Light Heavyweight,3,10,21.33333333,1,8.333333333,3.888888889,0.222222222,0.777777778,1.222222222,1,3,0,0,5,2,1,0,Southpaw,185.42,187.96,8.857142857,24.28571429,1.142857143,3.857142857,1.285714286,0,0,0.571428571,2,3,0,0,2,3,0,0,Orthodox,185.42,185.42,32,32
Matt Hughes,BJ Penn,11/20/2010,Blue,FALSE,Welterweight,3,7,30.55555556,0.277777778,2.833333333,2.222222222,0.055555556,0.611111111,1.277777778,7,11,0,0,1,5,4,1,Orthodox,175.26,177.8,5.043478261,15.13043478,0.130434783,2.173913043,3.347826087,0.173913043,0.695652174,2.043478261,5,12,0,0,5,6,5,2,Switch,175.26,185.42,31,37
Gerald Harris,Maiquel Falcao,11/20/2010,Blue,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,?,0.333333333,15.33333333,0.666666667,0.333333333,0.333333333,0.333333333,0,2,0,0,0,0,0,3,0,0,Southpaw,180.34,195.58,29,31
Phil Davis,Tim Boetsch,11/20/2010,Red,FALSE,Light Heavyweight,3,8.4,20.4,0.2,3.6,0.2,0,0.2,0.8,2,0,0,0,1,2,0,0,Orthodox,182.88,187.96,14.66666667,23.33333333,0,2.333333333,9.666666667,0,0.666666667,2.333333333,0,0,0,0,2,0,1,0,Orthodox,187.96,200.66,29,26
George Sotiropoulos,Joe Lauzon,11/20/2010,Red,FALSE,Lightweight,3,0.75,11.75,0.125,0.25,4.125,0.25,2.25,2,2,0,0,0,0,2,4,0,Orthodox,177.8,180.34,1.833333333,20.83333333,0.166666667,0.333333333,5,0.333333333,1.666666667,2,0,0,0,0,2,1,3,0,Orthodox,177.8,180.34,26,33
Matt Brown,Brian Foster,11/20/2010,Blue,FALSE,Welterweight,3,1.5,11.5,0.25,1,1,0,0.25,0.75,2,0,0,0,0,2,0,0,Orthodox,175.26,180.34,9.428571429,15.71428571,0.571428571,2.714285714,0.428571429,0,1.428571429,0.428571429,3,0,0,0,0,3,1,0,Orthodox,182.88,190.5,26,29
Aaron Simpson,Mark Munoz,11/20/2010,Blue,FALSE,Middleweight,3,6.4,16.6,0.2,1.8,0.8,0.4,0.4,1,2,0,0,1,0,2,0,0,Orthodox,182.88,182.88,6.5,20.5,0.5,3,1,0,0.25,2,1,0,0,1,0,2,0,0,Orthodox,182.88,185.42,32,36
Karo Parisyan,Dennis Hallman,11/20/2010,Blue,FALSE,Welterweight,3,2.5,6.166666667,0,2,1.5,0.333333333,1.666666667,1.333333333,4,1,0,0,1,0,1,0,Orthodox,175.26,182.88,1.916666667,26.83333333,0,2.333333333,3.083333333,0.166666667,0.833333333,4.416666667,4,0,0,1,5,1,1,0,Orthodox,177.8,182.88,34,28
Mike Lullo,Edson Barboza,11/20/2010,Blue,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,172.72,?,24,31
Paul Kelly,TJ OBrien,11/20/2010,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,187.96,?,6,28.28571429,0,2.714285714,2.285714286,1.142857143,1.142857143,1.142857143,3,0,0,0,3,0,1,0,Orthodox,175.26,177.8,23,26
Tyson Griffin,Nik Lentz,11/20/2010,Blue,FALSE,Lightweight,3,17.25,26.75,0,7.75,3.75,0,1.75,4.75,1,0,0,0,3,0,0,0,Orthodox,172.72,172.72,10.09090909,25.18181818,0.090909091,10.90909091,0.090909091,0.090909091,0.818181818,1.090909091,4,0,0,1,4,1,1,0,Orthodox,167.64,172.72,26,26
Nate Marquardt,Yushin Okami,11/13/2010,Blue,FALSE,Middleweight,3,4.181818182,23.81818182,0.363636364,2.363636364,3.181818182,0,0.727272727,1.636363636,2,0,0,1,4,3,0,1,Southpaw,187.96,190.5,4.166666667,17.33333333,0.666666667,4.916666667,1.583333333,0.25,0.916666667,1.75,3,1,0,0,3,4,2,0,Orthodox,182.88,187.96,29,31
Dennis Siver,Andre Winner,11/13/2010,Red,FALSE,Lightweight,3,9.75,18,0.5,7.5,0,0,0,0,2,1,0,0,1,1,0,0,Orthodox,180.34,185.42,3.444444444,17.22222222,0.444444444,7.777777778,0.777777778,0.222222222,0.222222222,0.444444444,4,0,0,0,1,3,1,0,Orthodox,167.64,177.8,29,31
Amir Sadollah,Peter Sobotta,11/13/2010,Red,FALSE,Welterweight,3,4,6.5,0,6,0.5,0.5,1,1.5,2,0,0,0,0,0,0,0,Southpaw,182.88,190.5,17,20.2,0,9.8,0.8,0,0.4,0.4,2,1,0,0,2,0,1,0,Orthodox,177.8,187.96,23,30
Krzysztof Soszynski,Goran Reljic,11/13/2010,Red,FALSE,Light Heavyweight,3,7,12,0.333333333,3.333333333,1,0.666666667,1.333333333,1.333333333,2,0,0,0,0,1,0,0,Southpaw,190.5,205.74,2.666666667,18.83333333,0.166666667,5.333333333,1.333333333,0,0.5,0.5,2,0,0,0,0,1,2,1,Open Stance,185.42,195.58,26,33
Duane Ludwig,Nick Osipczak,11/13/2010,Red,FALSE,Welterweight,3,7.75,17,0,4.5,1.25,0.5,1,0.75,2,0,0,0,0,1,1,0,Orthodox,187.96,193.04,5.5,4.25,0.25,0.75,0,0,0,0,2,0,0,0,1,1,0,0,Orthodox,177.8,177.8,25,32
Vladimir Matyushenko,Alexandre Ferreira,11/13/2010,Red,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,170.18,?,2.125,14,0,4,1.75,0.125,0.125,2.125,3,1,0,1,3,1,0,0,Orthodox,182.88,187.96,31,39
Pascal Krauss,Mark Scanlon,11/13/2010,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,?,23
Kyle Noke,Rob Kimmons,11/13/2010,Red,FALSE,Middleweight,3,4.8,9.4,0,1.2,0.8,0,1.6,1.2,2,0,0,0,1,0,2,0,Orthodox,177.8,185.42,4,28,1,18,0,0,0,0,0,0,0,0,0,1,0,0,Southpaw,185.42,193.04,29,30
Seth Petruzelli,Karlos Vemola,11/13/2010,Blue,FALSE,Light Heavyweight,3,10,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,190.5,3.666666667,13.66666667,0.666666667,3.666666667,0,0,1,0.333333333,3,0,0,0,0,0,0,0,Orthodox,182.88,193.04,25,30
Kris McCray,Carlos Eduardo Rocha,11/13/2010,Blue,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,7,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Orthodox,182.88,193.04,29,29
Brock Lesnar,Cain Velasquez,10/23/2010,Blue,TRUE,Heavyweight,5,5.166666667,33,0.666666667,5.5,3.166666667,0,0.333333333,2.333333333,0,0,0,0,1,5,0,0,Orthodox,185.42,195.58,8.4,19,0.4,2,2.8,0,0.4,2,1,3,0,0,1,2,1,0,Orthodox,190.5,205.74,28,33
Jake Shields,Martin Kampmann,10/23/2010,Red,FALSE,Welterweight,3,4,19.3,0.3,1.6,1.7,0.2,1.6,0.9,2,0,0,1,2,1,4,0,Orthodox,182.88,182.88,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,28,31
Diego Sanchez,Paulo Thiago,10/23/2010,Red,FALSE,Welterweight,3,2.8,8.2,0.8,2.6,1.8,0.4,1.4,0.6,2,0,0,0,1,1,1,0,Orthodox,180.34,185.42,5.928571429,26,0.357142857,0.928571429,1.642857143,0.214285714,0.928571429,1.357142857,4,2,0,1,4,5,0,0,Southpaw,177.8,182.88,29,28
Tito Ortiz,Matt Hamill,10/23/2010,Blue,FALSE,Light Heavyweight,3,1.1,28.2,0.1,2.8,0.8,0,0,1.9,2,0,1,0,1,5,0,0,Orthodox,185.42,193.04,3.409090909,20.22727273,0.045454545,3.681818182,1.136363636,0,0.272727273,2.454545455,8,10,0,2,3,7,1,1,Orthodox,190.5,187.96,34,35
Brendan Schaub,Gabriel Gonzaga,10/23/2010,Red,FALSE,Heavyweight,3,1.909090909,8.363636364,0.454545455,3,1.818181818,0,0.636363636,1.181818182,4,1,0,0,0,5,2,0,Orthodox,187.96,193.04,0,15.66666667,0.666666667,0,0,0,0,0,1,1,0,0,0,2,0,0,Orthodox,193.04,198.12,31,27
Court McGee,Ryan Jensen,10/23/2010,Red,FALSE,Middleweight,3,0.666666667,8.833333333,0,1.166666667,0.333333333,0.166666667,0.666666667,0.5,4,0,0,0,0,0,2,0,Orthodox,185.42,193.04,4,16,0,2,5,0,1,5,0,1,0,0,0,0,1,0,Orthodox,180.34,190.5,33,25
Patrick Cote,Tom Lawlor,10/23/2010,Blue,FALSE,Middleweight,3,1,26,0.25,0,0.5,0,0.75,2,2,0,0,0,1,0,1,0,Southpaw,182.88,187.96,2.6,14.4,0.4,5,0.7,0.1,0.2,0.4,6,2,0,1,1,2,0,0,Orthodox,180.34,180.34,27,30
Mike Guymon,Daniel Roberts,10/23/2010,Blue,FALSE,Welterweight,3,0.5,5.5,0,0,3.5,0.5,1.5,3.5,1,0,0,1,0,0,0,0,Southpaw,177.8,187.96,7.5,22.5,0,2.5,5,0.5,1,1.5,1,0,0,0,1,0,0,0,Orthodox,182.88,187.96,30,36
Sam Stout,Paul Taylor,10/23/2010,Red,FALSE,Lightweight,3,6.285714286,24,0.428571429,15.14285714,1,0.285714286,0.571428571,0.285714286,4,0,0,1,1,1,0,0,Orthodox,182.88,182.88,14.77777778,28.66666667,0.222222222,12.11111111,0.333333333,0.111111111,0.111111111,0.111111111,5,0,0,1,3,0,0,0,Orthodox,175.26,177.8,30,26
Chris Camozzi,Dongi Yang,10/23/2010,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,21,17,0,24,0,0,0,0,0,0,0,0,1,0,0,0,Orthodox,187.96,193.04,25,23
Jon Madsen,Gilbert Yvel,10/23/2010,Red,FALSE,Heavyweight,3,1,16.5,0,0.5,0.5,1.5,1,0,2,0,0,0,0,0,0,0,Orthodox,187.96,195.58,5.333333333,20,0,6.333333333,1.333333333,0,0,1.333333333,0,0,0,1,2,0,0,0,Orthodox,182.88,182.88,34,30
Michael Bisping,Yoshihiro Akiyama,10/16/2010,Red,FALSE,Middleweight,3,1.5,37,0,2.5,3,0,0.5,4,1,0,0,1,0,0,0,0,Orthodox,177.8,185.42,7.333333333,29.41666667,0.25,2.916666667,1,0.166666667,0.416666667,1.5,3,1,0,1,2,6,0,0,Orthodox,185.42,190.5,35,31
Dan Hardy,Carlos Condit,10/16/2010,Blue,FALSE,Welterweight,3,9.333333333,28,0,7.333333333,5.333333333,1,1.666666667,1.333333333,1,0,0,1,0,1,0,0,Orthodox,187.96,190.5,8.2,13,0.4,8.6,0,0,0,0.4,1,1,0,2,1,1,0,0,Orthodox,182.88,187.96,26,28
John Hathaway,Mike Pyle,10/16/2010,Blue,FALSE,Welterweight,3,1.25,11.5,0.25,4,0.75,0.25,1.5,0.5,2,0,0,0,0,0,2,0,Orthodox,182.88,187.96,10.5,36.25,0.25,6.5,2.25,0.25,0.75,3.5,0,0,0,0,3,1,0,0,Orthodox,185.42,190.5,35,23
Cheick Kongo,Travis Browne,10/16/2010,Draw,FALSE,Heavyweight,3,1,18,1,0,2,0,1,0,0,0,0,0,0,1,0,0,Orthodox,198.12,200.66,9.5,15.91666667,0.25,9.166666667,0.916666667,0.25,0.25,1.833333333,4,0,1,0,1,5,0,1,Orthodox,193.04,208.28,28,35
James Wilks,Claude Patrick,10/16/2010,Blue,FALSE,Welterweight,3,1,11,0,1,3,0,2,1,0,0,0,0,0,0,1,0,Orthodox,180.34,190.5,4.666666667,15,0,5,1.333333333,1.333333333,4,1.333333333,1,1,0,0,1,0,1,0,Orthodox,185.42,190.5,30,32
Cyrille Diabate,Alexander Gustafsson,10/16/2010,Blue,FALSE,Light Heavyweight,3,0,3,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,Orthodox,195.58,200.66,2,13,1,2,0,1,0,0,0,0,0,0,0,1,0,0,Southpaw,198.12,205.74,23,37
Rob Broughton,Vinicius Queiroz,10/16/2010,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,200.66,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,187.96,187.96,27,27
Paul Sass,Mark Holst,10/16/2010,Red,FALSE,Lightweight,3,1,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,Orthodox,182.88,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,25,22
Spencer Fisher,Curt Warburton,10/16/2010,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,11.92307692,17.38461538,0.230769231,6.307692308,1.307692308,0.153846154,0.615384615,0.538461538,5,0,0,0,3,2,2,1,Southpaw,170.18,177.8,?,34
James McSweeney,Fabio Maldonado,10/16/2010,Blue,FALSE,Light Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,7.5,21,0,3.5,4,1,1,0.5,1,0,0,0,0,1,0,0,Switch,193.04,195.58,30,29
Frank Mir,Mirko Cro Cop,9/25/2010,Red,FALSE,Heavyweight,3,4.285714286,14.42857143,0.428571429,2,1,0,0.428571429,0.285714286,3,0,0,0,0,2,1,1,Southpaw,187.96,185.42,3,5.25,0.3125,1.625,0.875,0,1.1875,0.75,5,4,0,0,1,2,7,0,Southpaw,190.5,200.66,36,31
Rogerio Nogueira,Ryan Bader,9/25/2010,Blue,FALSE,Light Heavyweight,3,2.25,22.25,1,5.5,3.25,0,0.5,2.75,0,1,0,0,2,2,0,0,Orthodox,187.96,187.96,2,13.5,0.5,3,1,1.5,0.5,0.5,0,0,0,1,0,1,0,0,Southpaw,187.96,190.5,27,34
Matt Serra,Chris Lytle,9/25/2010,Blue,FALSE,Welterweight,3,10,16.29411765,0.117647059,3.941176471,0.764705882,0.352941176,1.470588235,0.529411765,9,1,0,0,2,1,5,0,Orthodox,180.34,172.72,4.923076923,8.230769231,0.384615385,2.923076923,3.230769231,0.384615385,0.769230769,1.769230769,6,3,1,1,2,2,1,0,Orthodox,167.64,172.72,36,36
Sean Sherk,Evan Dunham,9/25/2010,Red,FALSE,Lightweight,3,3.5,25.25,0.5,1.5,2.25,0,0.75,1.75,0,0,0,2,0,1,1,0,Southpaw,177.8,177.8,3.636363636,25.45454545,0,5.181818182,3.909090909,0.181818182,0.363636364,4.090909091,4,4,0,0,5,0,1,1,Orthodox,167.64,170.18,28,37
Melvin Guillard,Jeremy Stephens,9/25/2010,Red,FALSE,Lightweight,3,4.777777778,19.88888889,0.555555556,3.444444444,0.222222222,0.666666667,0.333333333,1,4,0,0,1,1,2,0,1,Orthodox,172.72,180.34,2.181818182,9.272727273,0.636363636,2,0.272727273,0.181818182,0.090909091,1.181818182,4,0,0,1,1,4,0,1,Orthodox,175.26,172.72,24,27
CB Dollaway,Joe Doerksen,9/25/2010,Red,FALSE,Middleweight,3,3.571428571,9.714285714,0.142857143,1.857142857,1.857142857,0.285714286,1.714285714,1.714285714,5,0,0,0,0,0,2,0,Orthodox,182.88,190.5,4.333333333,7.833333333,0,0.666666667,2,0.333333333,0.833333333,2.166666667,2,1,0,0,2,1,1,0,Orthodox,187.96,193.04,32,27
Matt Mitrione,Joey Beltran,9/25/2010,Red,FALSE,Heavyweight,3,0,57.5,0,2,0,0.5,0,0,0,0,0,0,1,1,0,0,Orthodox,185.42,190.5,4.5,17,0.5,7.5,1,0,2,0,0,0,0,0,0,2,0,0,Switch,190.5,200.66,28,32
Thiago Tavares,Pat Audinwood,9/25/2010,Red,FALSE,Lightweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,?,4.375,15.5,0,1.375,2.5,0.625,1.5,2.875,4,0,0,0,3,0,1,0,Orthodox,170.18,172.72,24,25
Steve Lopez,Waylon Lowe,9/25/2010,Blue,FALSE,Lightweight,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Southpaw,170.18,?,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,?,29,26
TJ Grant,Julio Paulino,9/25/2010,Red,FALSE,Welterweight,3,5,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,?,11.75,19.75,0.25,6.25,2.5,0.25,0,1.25,2,0,0,1,0,1,0,0,Orthodox,177.8,182.88,34,26
Mark Hunt,Sean McCorkle,9/25/2010,Blue,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,200.66,205.74,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,34,36
Nate Marquardt,Rousimar Palhares,9/15/2010,Red,FALSE,Middleweight,3,0.8,9,0,0.4,2.6,0.6,1.6,2.2,1,0,0,0,1,0,3,0,Orthodox,172.72,180.34,4.545454545,17.81818182,0.727272727,5.272727273,1.727272727,0.272727273,0.909090909,1.909090909,3,1,0,0,3,3,2,0,Orthodox,182.88,187.96,30,31
Efrain Escudero,Charles Oliveira,9/15/2010,Blue,FALSE,Lightweight,3,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,Orthodox,177.8,187.96,2.75,19.25,0.75,9.75,1.25,0.25,0.5,2,1,1,0,0,2,1,0,0,Orthodox,175.26,177.8,20,24
Jim Miller,Gleison Tibau,9/15/2010,Red,FALSE,Lightweight,3,1.090909091,11.90909091,0.090909091,0.818181818,4.181818182,0.090909091,0.909090909,4.363636364,4,0,0,0,4,1,2,0,Southpaw,177.8,180.34,4.142857143,18.71428571,0.285714286,5.285714286,3.285714286,0.285714286,2,2.285714286,1,0,0,0,3,1,2,0,Southpaw,172.72,180.34,26,27
Cole Miller,Ross Pearson,9/15/2010,Red,FALSE,Lightweight,3,16,37,0,9.333333333,0.666666667,0.333333333,0,0.333333333,0,1,0,0,2,0,0,1,Orthodox,172.72,175.26,2.857142857,10.71428571,0.142857143,1.142857143,2.142857143,0.857142857,2.428571429,0.285714286,2,0,0,0,1,1,3,0,Orthodox,185.42,187.96,25,26
Yves Edwards,John Gunderson,9/15/2010,Red,FALSE,Lightweight,3,2.5,12.5,0,1,3.5,0,2,2.5,1,0,0,0,1,0,0,0,Orthodox,175.26,175.26,4.2,10.7,0.5,5.9,1.3,0.4,0.8,0.2,4,0,0,1,1,3,1,0,Southpaw,175.26,185.42,31,33
Jared Hamman,Kyle Kingsbury,9/15/2010,Blue,FALSE,Light Heavyweight,3,4.5,7,0,6,1.5,0,0,1,1,0,0,1,0,0,0,0,Orthodox,193.04,193.04,9.5,20.5,0.5,3,2.5,1.5,0,1,1,0,0,0,1,0,0,0,Orthodox,190.5,190.5,28,28
Tomasz Drwal,David Branch,9/15/2010,Blue,FALSE,Middleweight,3,6,10,0,4,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,198.12,1.6,18,0.2,3.4,1.6,0,0.2,1.8,2,0,0,0,0,2,1,0,Orthodox,185.42,193.04,28,28
Rich Attonito,Rafael Natal,9/15/2010,Red,FALSE,Middleweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,1,21,0,2,1,0,0,1,0,0,0,0,0,1,0,0,Orthodox,177.8,182.88,27,33
TJ Waldburger,David Mitchell,9/15/2010,Red,FALSE,Welterweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,30,22
Brian Foster,Forrest Petz,9/15/2010,Red,FALSE,Welterweight,3,12.16666667,15,0.833333333,3.333333333,0.666666667,0.333333333,0,1.166666667,4,0,0,0,2,0,0,0,Orthodox,175.26,180.34,1.666666667,10.33333333,0,1,1.333333333,0,0.333333333,1,2,0,0,0,0,1,0,0,Orthodox,175.26,180.34,34,26
Frankie Edgar,BJ Penn,8/28/2010,Red,TRUE,Lightweight,5,7,30.64705882,0.294117647,3,2.352941176,0.058823529,0.647058824,1.235294118,6,10,0,0,1,5,4,1,Orthodox,175.26,177.8,8.875,35.375,0,3.625,2.5,0.125,0.25,3.625,1,1,0,0,5,1,1,0,Orthodox,167.64,172.72,31,28
Randy Couture,James Toney,8/28/2010,Red,FALSE,Heavyweight,3,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,Orthodox,175.26,?,3.863636364,26.68181818,0.045454545,4.227272727,2.181818182,0.090909091,0.409090909,2.318181818,7,16,1,0,4,6,3,1,Orthodox,185.42,190.5,42,47
Demian Maia,Mario Miranda,8/28/2010,Red,FALSE,Middleweight,3,3.5,21.5,0.5,4,2.5,0,0,1.5,1,0,0,0,0,1,0,0,Orthodox,190.5,187.96,1.625,9.625,0,0.75,2.25,0.375,1.125,1.375,2,1,0,0,1,0,5,0,Southpaw,185.42,182.88,31,32
Kenny Florian,Gray Maynard,8/28/2010,Blue,FALSE,Lightweight,3,5.625,18,0.25,0.25,3.5,0.375,0.875,2.75,1,0,0,2,4,1,0,0,Orthodox,175.26,177.8,5.142857143,17.71428571,0.071428571,2.714285714,2.642857143,0.071428571,0.857142857,1.5,3,3,0,0,1,2,7,1,Southpaw,177.8,187.96,31,34
Nate Diaz,Marcus Davis,8/28/2010,Red,FALSE,Welterweight,3,4.538461538,14.07692308,0.384615385,3.461538462,1.153846154,0,0.923076923,0.846153846,4,0,0,1,1,3,4,0,Southpaw,177.8,177.8,3.7,16.4,0.2,4,1,0.2,1.3,1.2,3,1,0,1,0,1,5,0,Southpaw,182.88,193.04,37,25
Joe Lauzon,Gabe Ruediger,8/28/2010,Red,FALSE,Lightweight,3,2,5,0,0,3,0,0,2,1,0,0,0,0,0,0,0,Orthodox,177.8,?,0.857142857,10.71428571,0.142857143,0.285714286,4,0.285714286,2.428571429,2,2,0,0,0,0,2,3,0,Orthodox,177.8,180.34,32,26
Andre Winner,Nik Lentz,8/28/2010,Blue,FALSE,Lightweight,3,19.33333333,32.33333333,0,9.666666667,4.333333333,0,2,4,1,0,0,0,2,0,0,0,Orthodox,172.72,172.72,10,20.33333333,0.666666667,10,0,0,0,0,1,1,0,0,1,1,0,0,Orthodox,180.34,185.42,26,28
Dan Miller,John Salter,8/28/2010,Red,FALSE,Middleweight,3,0.5,4.5,0,0,0.5,0,0,1,1,0,0,0,0,1,0,0,Southpaw,185.42,187.96,3.666666667,10.16666667,0,4.833333333,0.166666667,0.166666667,1,1.166666667,3,0,0,0,1,0,2,0,Orthodox,185.42,187.96,25,29
Nick Osipczak,Greg Soto,8/28/2010,Blue,FALSE,Welterweight,3,4,11,0,6,0,0,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,185.42,8,15.66666667,0,5.666666667,1.666666667,0.666666667,1,1,1,0,0,0,0,1,1,0,Orthodox,187.96,193.04,24,25
